symbol,shortable,day_bar_mean,day_bar_std,Short Name,GICS Sector,GICS Ind Grp Name,GICS Ind Name,GICS SubInd Name,ISIN,name,exchange,tradable,status,fractionable,margin_req,wk_day_bar,m_day_bar,Q_day_bar,last,Q_Avg_TO,m_Avg_TO,wk_Avg_TO,m2Q_TO_Ratio,wk2Q_TO_Ratio,wk2m_vol_Ratio,wk2m_day_bar_Ratio,wk_Avg_trades,m_Avg_trades,Q_Avg_trades,day_2_wk_trades,wk_2_m_trades_ratio,wk_pr_change,d_ret_std,day_return_mean,day_return_std,m2Q_VolRatio,open_gap,day_gap,last2open,last2prev_close,wk_ch_perc,m_ch_perc,past_corr,Q_loc
PLTR,1.0,6.325124298148153,2.976592551086561,PALANTIR TECHN-A,Information Technology,Software & Services,Software,Application Software,US69608A1088,Palantir Technologies Inc. Class A Common Stock,NYSE,1.0,active,1.0,100.0,631.3573522278991,563.8945381573518,632.5124298148153,19.985,1158.6884163314558,1068.7586770062153,1380.6148625005844,0.9223866070828872,1.1915324629478683,1.2191896477598152,67.46281407054732,245.93460000000002,198.341,234.44559375,0.632936561183339,1.2399584553874388,20.755287009063437,4.6886897784427015,1.6236798753532584,4.987986619085654,0.7564622262862662,0.0,0.0,2.6978417266186883,0.7308467741935498,20.755287009063437,28.769329896907216,58.54151784999947,100.0
ROKU,1.0,5.183166055937382,2.7914976826136466,ROKU INC,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US77543R1023,"Roku, Inc. Class A Common Stock",NASDAQ,1.0,active,1.0,30.0,858.4129708192111,605.5899641754311,518.3166055937381,96.6,557.2243569569177,945.8331746391493,2153.0777120557127,1.697400989081813,3.863933234745838,2.110578547855061,252.82300664378,210.78560000000002,112.2049,78.113734375,0.33838649319498104,1.8785774952787269,37.21590909090908,3.33750367024455,0.9707731455575352,5.2237133849472075,1.4972855211985123,0.0,0.0,1.1412417547900677,0.3427859146151402,37.21590909090908,47.84205693296602,60.26517065333654,100.0
RTX,1.0,1.6934647908321938,0.9201154248412592,RAYTHEON TECHNOL,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,US75513E1010,Raytheon Technologies Corporation,NYSE,1.0,active,1.0,30.0,228.65064449431753,189.5064990097278,169.34647908321938,87.44,507.7737294485604,739.8467492306315,997.1332656029259,1.45704022544471,1.9637354352416132,1.3970972453023631,39.14414548458973,116.35260000000001,90.3948,63.162687500000004,0.1926557721958942,1.2871603233814335,0.3903559127439671,1.648927891296338,-0.19412775196011905,1.666533154957201,1.5147691085499808,-0.08188331627429604,0.0,0.33275960986802744,-0.5572614579779422,0.3903559127439671,-11.129179794694588,-83.14047356677052,15.601374570446712
SOFI,1.0,6.7583258867367695,3.0811536709752105,SOFI TECHNOLOGIE,Financials,Financial Services,Consumer Finance,Consumer Finance,US83406F1021,"SoFi Technologies, Inc. Common Stock",NASDAQ,1.0,active,1.0,40.0,744.7850990297936,579.1435358250421,675.8325886736769,10.54,448.6767356565792,469.3211522176408,822.6380787051806,1.046011782917274,1.8334761161649231,1.6166316084974146,165.6415632047515,206.7968,123.4352,132.323234375,0.5856328531195841,1.6753470646946738,12.968917470525177,4.78943236761256,1.1754481208483327,5.209935111787216,0.8383242313857867,0.0,0.0,-4.701627486437621,-7.947598253275112,12.968917470525177,23.708920187793424,72.26462421239036,86.39760837070253
F,1.0,2.480254811904387,0.9924549300903701,FORD MOTOR CO,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,US3453708600,Ford Motor Company,NYSE,1.0,active,1.0,30.0,259.4056855779474,216.22420681821814,248.02548119043865,13.295,786.3767669513074,822.180771333184,834.5554007419596,1.0455303435790513,1.0612666037648024,1.0722304294242533,43.18147875972926,156.47279999999998,145.94420000000002,139.99940625,0.33138666912076736,1.0721412704307536,-2.0986745213549374,2.0943042348818404,0.1941767918926182,2.1178057703993005,0.969129300478486,0.0,0.0,1.1026615969581766,0.6434519303557762,-2.0986745213549374,-11.836870026525204,-92.97029128992492,53.32512315270935
T,1.0,1.8836903904033304,0.9286722432415009,AT&T INC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,US00206R1023,AT&T Inc.,NYSE,1.0,active,1.0,30.0,218.81225158931716,220.6473373183525,188.36903904033306,14.28,707.4777855413312,935.3554107297596,714.597703495105,1.3220986295902795,1.0100638042625267,0.7613247081289009,-1.8350857290353417,143.24620000000002,183.5153,136.861640625,0.4056791733393276,0.7805681597120241,-3.513513513513522,1.993689440481509,-0.274617049723122,1.9848156352235402,1.3844032080377842,0.0,0.0,-1.9230769230769273,-1.6528925619834767,-3.513513513513522,-9.848484848484851,-39.487353680627415,22.192513368983946
VZ,1.0,1.8026031476569966,1.0693384626261817,VERIZON COMMUNIC,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,US92343V1044,Verizon Communications,NYSE,1.0,active,1.0,30.0,222.89785292770102,235.82152880725275,180.26031476569966,33.425,837.7318387658188,1167.25624011412,811.8026301838362,1.393353082812001,0.9690483190657018,0.692775503546103,-12.923675879551723,129.149,179.2431,128.691859375,0.3985009562598239,0.7205242489111157,-2.3802570093458097,1.7812180521461738,-0.18993418567452555,1.6945194422756489,1.426504911247018,0.49882629107981724,0.0,-2.5226013414989867,-1.9219483568075124,-2.3802570093458097,-8.699808795411101,-37.56797729922109,29.954268292682862
DIS,1.0,1.852168356061104,0.6583622546188493,WALT DISNEY CO/T,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US2546871060,The Walt Disney Company,NYSE,1.0,active,1.0,30.0,169.3399446981312,178.25438657636738,185.2168356061104,89.5236,1335.2028660454168,1395.824113868334,1259.8001986223906,1.0454022750883274,0.9435271827671006,0.9088044559032448,-8.914441878236175,142.4436,173.27439999999999,164.656828125,0.47740298616434856,0.8220695036312347,4.547004554478584,1.7974481124748138,-0.19448884822789575,1.7625441833198747,1.0811430163929114,0.0,0.0,0.4528725314183024,0.7127910901113754,4.547004554478584,-1.0788950276243048,-39.657454627845624,23.643384440658732
XOM,1.0,2.0141852605694064,0.7410244723939813,EXXON MOBIL CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,US30231G1022,Exxon Mobil Corporation,NYSE,1.0,active,1.0,30.0,201.70664485278778,196.18149182106993,201.41852605694066,105.72,1658.2010402566234,1801.975352082755,1649.220311252844,1.0867049943497087,0.9945840529671907,0.9016897674566142,5.525153031717849,144.73520000000002,166.327,140.71910937500002,0.3110438925707084,0.8701846362887565,0.03785011355033063,1.5223538718017957,-0.10410145722116447,1.5047635510818966,1.0996724399504731,0.0,0.0,-1.1500701262272095,-1.4173815740395335,0.03785011355033063,-1.6192071468453362,32.86239847155434,37.58809710258417
MU,1.0,2.9520193766644156,1.2526519757029004,MICRON TECH,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,US5951121038,"Micron Technology, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,255.5664274593235,239.41321156280114,295.20193766644155,70.925,1098.1239555532507,891.3759717439021,961.538845247322,0.8117261874091565,0.8756195877385126,1.0038449071583986,16.15321589652237,143.5968,134.47115,157.104453125,0.41229331015732945,1.0678632554269074,7.98568818514005,2.383444464509484,0.23173693280725474,2.216515623175441,0.8171052266744373,0.0,0.0,-0.10563380281690682,-0.6513517299341687,7.98568818514005,11.20257133897773,91.74825276956854,79.40330697340038
BAC,1.0,2.1811889811902447,0.7019697663571798,BANK OF AMERICA,Financials,Banks,Banks,Diversified Banks,US0605051046,Bank of America Corporation,NYSE,1.0,active,1.0,30.0,173.1470437229614,212.68789687763623,218.1188981190245,31.505,1338.2202646137134,1452.4393179596018,1026.5070209907426,1.085351459969752,0.7670688063351446,0.6742143379234927,-39.540853154674835,122.2172,166.67229999999998,165.02765625,0.4352087922158256,0.7332784151895666,-2.0062208398133774,1.5951833784302665,0.1545894825635842,1.6013716207654354,1.0268457647473743,0.0,0.0,-1.0521356783919633,-1.546875000000003,-2.0062208398133774,7.893835616438349,88.01271636853717,80.49403747870528
BA,1.0,2.2506401789313646,0.8857561789478456,BOEING CO/THE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,US0970231058,Boeing Company,NYSE,1.0,active,1.0,30.0,271.699334477705,219.64126498156503,225.06401789313648,238.615,1174.032090443202,1393.2716392992738,2378.630094912921,1.1867406782495256,2.0260349902488426,1.6246145258886169,52.05806949613998,134.7518,88.19795,79.098125,0.25043821307025216,1.5278336968149486,11.439846814870158,1.780401187532315,0.2651591729272422,1.7673443473784418,1.14202021295076,0.0,0.0,0.4483266680698872,-0.09838810969227119,11.439846814870158,13.130570832543164,73.67042471924205,99.43779904306224
CVNA,1.0,15.545687489231055,8.283569977320514,CARVANA CO,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Automotive Retail,US1468691027,Carvana Co.,NYSE,1.0,active,1.0,40.0,950.3534431218137,1444.4253243656638,1554.5687489231052,46.8029,810.4602576808652,1400.858573740569,687.7221218385997,1.7284728775586486,0.8485574897978575,0.47017524690752927,-494.07188124385004,125.6466,253.28535000000002,190.5355,0.4434739977046733,0.4960673801307498,6.104964860575834,12.830566015881084,3.794080699257766,12.79508721880727,1.0691771740021407,0.0,0.0,4.798253470667269,1.8561479869423136,6.104964860575834,81.40658914728682,67.98546907506132,81.58972784939637
UBER,1.0,3.131246726485198,1.3601070276626903,UBER TECHNOLOGIE,Industrials,Transportation,Ground Transportation,Passenger Ground Transportation,US90353T1007,"Uber Technologies, Inc.",NYSE,1.0,active,1.0,30.0,362.20048515825056,322.618203772586,313.12467264851983,46.5004,1031.1337406495,1045.2051430711178,1258.376577924088,1.013646534748009,1.220381535698221,1.1555593411276885,39.582281385664544,184.02820000000003,157.04715,163.33685937500002,1.4397141307690886,1.1718022262740841,-1.419546321814713,2.4738146294218404,0.589721545638959,2.5452286848090804,0.9081886689517787,0.0,0.0,-4.457776864598317,-5.9838253133845605,-1.419546321814713,7.914597354374564,85.11314066838712,82.29904306220095
JNJ,1.0,1.2816046941289225,0.6109081421463083,JOHNSON&JOHNSON,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US4781601046,Johnson & Johnson,NYSE,1.0,active,1.0,30.0,151.55503978941186,149.7859341154998,128.16046941289224,168.12,1210.0687374586223,1680.6072668463844,2318.5736545876307,1.3888527278012188,1.9160677264145196,1.3432325615907805,1.7691056739120654,134.055,121.15050000000001,95.041953125,0.49316325388832943,1.1065162752114106,-2.476941817970868,1.0043348730369746,0.06145201203554498,1.1291144788744467,1.3565337429899915,-0.20593326568375744,0.0,1.054909385988645,0.35217572972006117,-2.476941817970868,2.920110192837466,83.01003361849432,68.40536512667666
CMCSA,1.0,1.751777858589072,0.6667356592491978,COMCAST CORP-A,Communication Services,Media & Entertainment,Media,Cable & Satellite,US20030N1019,Comcast Corporation Class A Common Stock,NASDAQ,1.0,active,1.0,30.0,226.65786285629383,165.70473340770243,175.17778585890719,45.265,745.873745067205,784.6489260224226,797.0186585298502,1.0519862526488633,1.0685704702717975,0.9734840554451384,60.9531294485914,125.43560000000001,113.69775,109.63710937500001,0.25659382184961843,1.1032373112044873,4.538106235565831,1.836116110039752,0.15158144150482733,1.2730307658937474,1.0009456270655006,0.0,0.0,-0.4289485261768644,0.011047282368537026,4.538106235565831,8.393199233716487,90.23507900677448,98.70820668693008
PFE,1.0,1.83190012810321,1.0080589720143733,PFIZER INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US7170811035,Pfizer Inc.,NYSE,1.0,active,1.0,30.0,181.00239429082566,152.37047927673385,183.19001281032098,36.52,986.0783844615139,794.1291985668448,897.0178758093792,0.8053408441769156,0.9096821205539664,1.1227944251035482,28.631915014091817,132.83620000000002,126.20835000000001,146.581453125,0.6930415052523332,1.0525151465810305,-0.3275109170305601,1.4115708511708052,-0.06783645509808686,1.4109605285597748,0.8325400812179321,-0.11092623405435148,0.0,1.7837235228539638,1.2756516916250682,-0.3275109170305601,0.7726269315673218,72.21218696763358,29.57446808510642
UPST,1.0,10.998076555611977,5.201242998540585,UPSTART HOLDINGS,Financials,Financial Services,Consumer Finance,Consumer Finance,US91680M1071,"Upstart Holdings, Inc. Common stock",NASDAQ,1.0,active,1.0,30.0,859.6330343795605,1012.7813861144798,1099.8076555611979,66.85,398.598197760223,616.2018819239345,713.7213352107636,1.545922398511724,1.7905784301616516,0.968292775006653,-153.1483517349193,101.7596,104.7741,90.941046875,0.3587376522706457,0.9712285765279778,6.1279568185426125,8.79269246733837,2.9914929786185818,8.818277290994107,1.017651345386035,0.0,0.0,-0.461584276354976,-2.6787014121415154,6.1279568185426125,75.0458235140089,95.82422512102043,96.74854214525534
QS,1.0,7.189018271711789,4.615776942637568,QUANTUMSCAPE COR,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,US74767V1098,QuantumScape Corporation,NYSE,1.0,active,1.0,50.0,1548.6370620926054,940.3265762904039,718.9018271711789,12.57,64.96896285994222,129.38010991300885,311.2411388268562,1.9914141186449579,4.790612703758543,2.1774658840871095,608.3104858022016,133.574,67.37125,41.69853125,0.24325093206761794,1.9826558064456277,34.29487179487181,4.878703359294648,1.1847905055380903,5.442512403045581,1.6118604548709168,0.0,0.0,-2.7089783281733726,-5.559729526671675,34.29487179487181,52.54854368932038,63.8319362189691,90.13333333333334
NFLX,1.0,2.9714940942375083,1.3556529205849326,NETFLIX INC,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US64110L1061,"Netflix, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,305.31794828022066,285.8357043887597,297.14940942375085,442.77,2935.2071535431846,3706.1906825709752,2361.52657235883,1.262667501371108,0.8045519272832767,0.661856709587795,19.48224389146094,122.59660000000001,172.77564999999998,148.0115,0.42827451984802184,0.7095710535599201,3.523497778816931,2.392501642674157,0.5254819059492177,2.4394478971755906,1.1657688978114558,0.0,0.0,1.2346525824816545,0.8656628015581758,3.523497778816931,0.3012866980790063,-38.08023076759363,78.2429392651837
ENPH,1.0,4.025746726699299,1.4199518112172365,ENPHASE ENERGY,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,US29355A1079,"Enphase Energy, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,462.98323897923285,409.23323162432655,402.5746726699299,152.8,629.4364275147882,775.4401662238233,1149.3788772547268,1.2319594677503867,1.8260444216627785,1.5975727234801078,53.7500073549063,128.2538,84.5005,70.71515625,0.20646561739301292,1.517787468713203,-14.860422354711089,2.6695547258030894,-0.038439268174473976,2.8651470404909154,1.2208602263645085,0.0,0.0,1.561980724493206,0.638872423104786,-14.860422354711089,-9.87909171335889,-57.43461835661699,2.563424947145876
LCID,1.0,6.258014723683786,2.1911291482384443,LUCID GROUP INC,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,US5494981039,"Lucid Group, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,618.5054508073051,687.7310280783242,625.8014723683785,7.225,292.74979267016596,400.35357932680137,319.3694511208892,1.3675622984227693,1.0909297260569368,0.7944590535989785,-69.22557727101912,122.754,159.03575,131.070359375,0.494427880150545,0.7718641877691023,5.6286549707602385,4.865167679090941,0.0881363524043107,4.6495400446537,1.2949160199290382,0.0,0.0,-3.21500334896182,-5.059132720105131,5.6286549707602385,-2.2327469553450663,-27.466814263641513,66.16257088846882
KO,1.0,1.1247653275358747,0.42306014045335966,COCA-COLA CO/THE,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Beverages,US1912161007,Coca-Cola Company,NYSE,1.0,active,1.0,30.0,148.25081235532613,123.95970137627243,112.47653275358746,61.765,820.3713174480044,760.7053590831924,700.2613197152102,0.927269570381349,0.8535906909734118,0.9020626246111116,24.2911109790537,115.3004,126.08025,125.834359375,0.4343696986307073,0.914500090220316,-0.7791164658634497,0.7547556746850526,-0.049071819792855645,0.7635175987434183,0.9258344901472474,0.0,0.0,-0.5234337252375654,-0.2664298401420906,-0.7791164658634497,1.956091119181247,86.35349661117864,55.326086956521756
GM,1.0,2.4327908650940095,0.9288824286964955,GENERAL MOTORS C,Consumer Discretionary,Automobiles & Components,Automobiles,Automobile Manufacturers,US37045V1008,General Motors Company,NYSE,1.0,active,1.0,30.0,210.81624824088107,208.46545972809548,243.27908650940094,38.085,490.1259491386045,540.201218121195,504.71584864396766,1.1021681652860815,1.0297676536633185,0.9500394656639326,2.3507885127855843,93.8534,101.2313,93.98603125,0.26221745829133525,0.9271183912485564,0.4351265822784889,1.8142734944184125,0.22528539811002196,1.8183447010282523,1.0173553861471618,0.0,0.0,0.11829652996846463,-0.7427677873338423,0.4351265822784889,-2.2458932238193063,-81.5147406654165,73.31491712707184
PYPL,1.0,2.6485724190460984,1.11841092923058,PAYPAL HOLDINGS,Financials,Financial Services,Financial Services,Transaction & Payment Processing Services,US70450Y1038,"PayPal Holdings, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,255.68647539360077,237.61268198613362,264.85724190460985,75.075,1185.6593134737718,943.8178196649626,805.3743826861497,0.7960278377940991,0.6792628991599159,0.8257972377730303,18.07379340746715,112.6542,133.1362,167.008140625,0.5023603203431386,0.8461575439286985,2.898848684210531,2.532934567430376,0.03217441022160464,2.539001420552146,0.7376760937635876,0.0,0.0,-1.463446646541533,-0.9825903455552454,2.898848684210531,10.242290748898686,78.29126955837772,95.47112462006085
AMC,0.0,5.423975634135621,3.6038908866188732,AMC ENTERTAINMEN,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US00165C1045,"AMC ENTERTAINMENT HOLDINGS, INC.",NYSE,1.0,active,1.0,100.0,815.1691192808279,644.0395422656552,542.3975634135621,4.8863,119.36961283489971,203.25262157407602,142.916592197135,1.7027166022159679,1.1972610851540848,0.755609552922499,171.12957701517269,90.2778,117.18769999999999,75.314578125,0.4083949763950827,0.7703692452364882,-4.564453125000001,5.289775840578099,-0.09972937653037592,5.4098344717131175,1.6544171057334969,0.0,0.0,-0.8864097363083023,-1.6841046277665916,-4.564453125000001,10.051801801801808,59.79907977164143,45.87958115183248
CSCO,1.0,1.4429409921835012,0.7046686612208676,CISCO SYSTEMS,Information Technology,Technology Hardware & Equipment,Communications Equipment,Communications Equipment,US17275R1023,"Cisco Systems, Inc. Common Stock (DE)",NASDAQ,1.0,active,1.0,30.0,124.1667222162981,141.00835505563614,144.2940992183501,52.47,902.2479159309012,981.1976553208839,786.1808617177306,1.0875033768390872,0.8713579137576423,0.7920767430753045,-16.841632839338047,104.9312,119.37745,115.28203125,0.38265072733371963,0.8789867768158894,-2.108208955223889,1.0373131801311628,0.18108967602187134,1.0571993841432359,1.0419641700809297,0.7494235203689481,0.2401998462720984,-0.19022256039566976,0.8262874711760126,-2.108208955223889,2.0221660509430306,65.92723520354868,86.28640776699027
TDOC,1.0,4.341832896726053,2.4716023897289685,TELADOC HEALTH I,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,US87918A1051,"Teladoc Health, Inc.",NYSE,1.0,active,1.0,30.0,959.6605114110592,589.8986774447056,434.18328967260527,27.91,123.89251817535438,222.39661753110062,427.78280176568416,1.7950770620089098,3.4528542002852105,1.770379493926849,369.7618339663536,102.69239999999999,68.59365,47.0939375,0.31043193069789005,1.4971123420316603,22.519754170324834,4.398418396243328,0.13774284398869616,4.448043785387224,1.7470955254278606,0.0,0.0,-4.938692098092645,-6.247900571044673,22.519754170324834,8.980866848887148,66.13810279780871,74.69387755102042
